Flat_No,House_Name,House_No,Street,Locale,Town,Postcode,Parish,Consideration,Market_Value,Acquisition_Date,Registered_Date
Apartment 79,Majestic Apartments,,King Edward Road,,Onchan,IM3 2BE,Onchan,260000,260000,7/11/2012,30/01/2013
,,6,St Marys Meadow,,Ballaugh,IM7 5AJ,Ballaugh,0,249950,7/11/2012,10/12/2012
,Fields,,Ballacreggan,,Maughold,,Maughold,35000,35000,8/11/2012,26/11/2012
,,17,Croit Ny Kenzie Close,,Andreas,IM7 4FA,Andreas,205000,205000,8/11/2012,27/11/2012
,,9,Patrick Street,,Peel,IM5 1BP,German,224000,224000,8/11/2012,3/1/2013
,,12,Scarlett Road,,Castletown,IM9 1NU,Malew,0,220000,9/11/2012,22/11/2012
,Fairhaven,10,Mountain View,,Peel,IM5 1QD,German,210000,210000,9/11/2012,12/12/2012
,Plot Of Land,,Part Of The Former Royal Air Force Station,,Jurby,,Jurby,0.25,120000,9/11/2012,13/12/2012
,,27,Hampton Farm,,Douglas,IM2 2DN,Braddan,150000,150000,9/11/2012,4/12/2014
,,10,Close Caaig,Reayrt Ny Cronk,Peel,IM5 1GS,German,260000,260000,9/11/2012,10/11/2014
,,8,Ballafurt Close,,Port Erin,IM9 6HS,Rushen,255000,255000,9/11/2012,28/01/2013
,,7,Robin Lane,Saddlestone,Douglas,IM2 1QY,Braddan,216000,216000,9/11/2012,22/01/2013
Flat 5,York Mews,,The Paddocks,,Ballasalla,IM9 2DH,Malew,150000,150000,9/11/2012,28/02/2013
,,5,Chapel Court,,Derbyhaven,IM9 1UD,Malew,290000,290000,12/11/2012,12/12/2012
Apartment 1C,Eagle Towers,,The Promenade,,Port Erin,IM9 6LA,Rushen,335000,335000,12/11/2012,10/12/2012
Jade,The Windmill,,Arbory Road,,Castletown,IM9 1HA,Malew,198000,198000,12/11/2012,17/04/2013
,Land,,Balthane Industrial Estate,,Ballasalla,,Malew,305000,305000,12/11/2012,14/01/2013
,,24,Ballellis,Ballawattleworth,Peel,IM5 1WZ,German,178000,178000,12/11/2012,21/12/2012
,,64,Friary Park,Ballabeg,Castletown,IM9 4EP,Arbory,230000,230000,12/11/2012,3/1/2013
,,11a,Creggans Avenue,,Peel,IM5 1DD,German,99000,189000,12/11/2012,7/1/2013
,,4,Colden Road,,Douglas,IM2 3NQ,Onchan,260000,260000,12/11/2012,15/01/2013
,Two Strips Of Land Abutting Riverside,,Glen Auldyn,,Lezayre,IM7 2AD,Lezayre,5000,5000,12/11/2012,18/02/2013
,,108,Ballacriy Park,,Colby,IM9 4NB,Arbory,225000,225000,12/11/2012,26/02/2013
,,40,Ballamaddrell,,Port Erin,IM9 6BA,Rushen,153000,153000,12/11/2012,21/02/2013
,,2,Bluebell Close,Saddlestone,Douglas,IM2 1QL,Braddan,228500,228500,12/11/2012,21/02/2013
,,48,Meadow Crescent,Saddlestone,Douglas,IM2 1NL,Braddan,0.25,270000,13/11/2012,21/12/2012
,,30,Ballalough,,Andreas,IM7 4HU,Andreas,250000,250000,13/11/2012,5/2/2013
,Beech House,23,Barrule Park,,Ramsey,IM8 2BR,Maughold,300000,300000,13/11/2012,5/2/2013
,The Lodge,,Fairy Cottage,,Laxey,IM4 7BR,Lonan,1000000,1000000,14/11/2012,10/12/2012
,,31,Bemahague Avenue,,Onchan,IM3 4AP,Onchan,182500,182500,14/11/2012,17/12/2012
,,20,Close Caaig,Reayrt Ny Cronk,Peel,IM5 1GS,German,264950,264950,14/11/2012,11/11/2014
,,69,Ard Reayrt,,Laxey,IM4 7QQ,Lonan,310000,310000,15/11/2012,12/12/2012
,Fields 230700 And 231294,,Part Of Whitehouse,,Kirk Michael,,Michael,125000,125000,15/11/2012,22/04/2013
,Rowany Brae,28,Ballagale Avenue,,Surby,IM9 6QJ,Rushen,232000,232000,15/11/2012,30/01/2013
,Thie Cronk,,Croit E Quill Road,,Lonan,IM4 7JH,Lonan,170000,170000,15/11/2012,15/11/2013
,,121,Malew Street,,Castletown,,Malew,25000,200000,15/11/2012,20/02/2013
,,9,Eastfield,,Douglas,IM1 4AU,Onchan,272000,272000,15/11/2012,6/3/2013
Apartment 103,Spectrum Apartments,,Central Promenade,,Douglas,IM2 4JL,Onchan,124000,124000,16/11/2012,28/12/2012
,,27,Harcroft Avenue,Saddlestone,Douglas,IM2 1PE,Braddan,250700,250700,16/11/2012,27/11/2012
Apartment 6,Beachmount And Highcliffe,,The Darragh,,Port Erin,IM9 6JB,Rushen,230000,230000,16/11/2012,13/12/2012
,,3,Ashberry Avenue,Saddlestone Park,Douglas,IM2 1PY,Braddan,245000,245000,16/11/2012,12/12/2012
,,9,Sunnybank Avenue,,Onchan,IM3 3BW,Onchan,420000,420000,16/11/2012,13/12/2012
,,61,Friary Park,Ballabeg,Colby,IM9 4EW,Arbory,173000,173000,16/11/2012,18/12/2012
,,3,Close Toalt,Ballawattleworth,Peel,IM5 1XB,German,232500,232500,16/11/2012,21/12/2012
,,26,Hampton Farm,,Douglas,IM2 2DN,Braddan,150000,150000,16/11/2012,8/12/2014
,Apartment 5,37,Linden Gardens,,Douglas,IM2 6AB,Onchan,17261,134000,16/11/2012,25/02/2013
,,3,Sprucewood Close,,Foxdale,,Patrick,230000,230000,16/11/2012,4/2/2013
Apartment 3,,32,Christian Road,,Douglas,IM1 2QN,Onchan,125000,125000,16/11/2012,6/3/2013
Apartment 4,,32,Christian Road,,Douglas,IM1 2QN,Onchan,125000,125000,16/11/2012,13/03/2013
,,5,Hillcroft Rise,Governors Hill,Douglas,IM2 7EH,Onchan,295000,295000,16/11/2012,22/04/2013
Apartment 12,Hillary Wharf Apartments,,South Quay,,Douglas,IM1 5BL,Braddan,250000,250000,16/11/2012,13/11/2013
,,,Land At Ballamodha,,Malew,,Malew,11000,11000,19/11/2012,26/09/2013
,,6,Stanleyterrace,Ballaquayle Road,Douglas,,Onchan,145000,145000,19/11/2012,20/03/2013
,Field Number 436085,,Ballamodha,,Malew,,Malew,25000,25000,19/11/2012,10/3/2014
,,17,Wood View Court,Reayrt Ny Keylley,Peel,IM5 1GG,German,160000,160000,20/11/2012,14/12/2012
,,16,Close Beg,Ballawattleworth,Peel,IM5 1XF,German,137000,137000,20/11/2012,4/1/2013
,The Cedars,17,Odins Way,Ballakillowey,Colby,IM9 4BQ,Rushen,0,795000,20/11/2012,7/1/2013
,,25,Birch Hill Avenue,,Onchan,IM3 4EP,Onchan,251000,251000,20/11/2012,8/1/2013
,,,Tranent,Churchtown,Lezayre,IM7 2AN,Lezayre,200000,200000,20/11/2012,30/01/2013
,,11,Campion Way,Abbeyfields,Douglas,IM2 7DT,Onchan,180000,180000,20/11/2012,19/03/2013
Apartment 7,Empress Apartments,,Central Promenade,,Douglas,IM2 4EE,Onchan,190000,190000,21/11/2012,26/02/2013
Apartment 50,Empress Apartments,,Central Promenade,,Douglas,IM2 4EE,Onchan,215000,215000,21/11/2012,28/02/2013
Store 6,Empress Apartments,,Central Promenade,,Douglas,IM2 4EE,Onchan,5000,5000,21/11/2012,28/02/2013
,,44,Faaie Ny Cabbal,Main Road,Kirk Michael,IM6 2HU,Michael,177500,177500,21/11/2012,24/01/2013
,Arbory Vicarage,,Ballabeg,,Arbory,IM9 4LQ,Arbory,750000,750000,21/11/2012,24/04/2013
Stable 8,Abbeylands Estate,,Scollag Road,,Onchan,IM4 5BU,Onchan,3000,3000,21/11/2012,15/09/2014
,,1,Orrys Close,Governors Hill,Douglas,IM2 7AG,Onchan,299950,299950,22/11/2012,6/3/2013
Garage 21,Queens Court,,St Pauls Square,,Ramsey,,Maughold,10000,10000,23/11/2012,25/02/2013
Flat 311,Queens Court,,St Pauls Square,,Ramsey,IM8 1LQ,Maughold,87000,87000,23/11/2012,26/02/2013
,Fieldings,,Main Road,,Ballaugh,IM7 5EF,Ballaugh,415000,415000,23/11/2012,24/12/2012
Flat 2,Withington Court,,Withington Road,,Douglas,IM2 3BE,Onchan,85000,85000,23/11/2012,9/1/2013
,Plot Of Land,,Ballagilley,Hibernia,Maughold,,Maughold,16000,16000,23/11/2012,17/01/2013
,,21,Belgravia Road,,Onchan,IM3 1HN,Onchan,430000,430000,23/11/2012,15/01/2013
,,9,The Crescent,Port-E-Chee Avenue,Douglas,IM2 5EN,Onchan,320000,320000,23/11/2012,17/01/2013
,,2,Haven Court,,Derbyhaven,IM9 1TZ,Malew,240000,240000,23/11/2012,31/01/2013
,Melvaig House,32,The Park,,Onchan,IM3 1HS,Onchan,563000,563000,23/11/2012,15/03/2013
,,42,The Meadows,,Kirk Michael,IM6 1EU,Michael,254950,254950,23/11/2012,5/3/2013
,Alverna,,Somerset Road,,Douglas,IM2 5AE,Onchan,200000,200000,23/11/2012,7/3/2013
,,57,Lakeside Road,Governors Hill,Douglas,IM2 7EX,Onchan,15000,200000,23/11/2012,15/03/2013
Apartment 16,,,Royal Court,Royal Avenue,Onchan,IM3 1LQ,Onchan,0,145000,23/11/2012,19/03/2013
,,28,Hampton Farm,,Douglas,IM2 2DN,Braddan,150000,150000,23/11/2012,8/12/2014
,,21,Mcleods Field,,Peel,IM5 1UX,German,189500,189500,26/11/2012,24/06/2014
,,9,Robert Stephen Close,Reayrt Y Sheear,Douglas,IM2 6PJ,Onchan,147413,147413,26/11/2012,3/1/2013
,,7,Close Caaig,Reayrt Ny Cronk,Peel,IM5 1GS,German,186950,186950,26/11/2012,13/11/2014
,,5,Mount View Road,,Onchan,IM3 4AB,Onchan,258000,258000,27/11/2012,3/1/2013
,,21,Kissack Road,,Castletown,IM9 1NW,Malew,195000,195000,27/11/2012,18/01/2013
,,6,Knock Rushen,,Castletown,IM9 1TQ,Malew,529999,529999,27/11/2012,13/06/2014
Garage 7,Queens Court,,St Pauls Square,,Ramsey,,Maughold,13000,13000,27/11/2012,27/02/2013
,Hilly Dene,,Old Laxey Hill,,Laxey,IM4 7DA,Lonan,265000,265000,27/11/2012,24/01/2013
,,26,The Park,,Onchan,IM3 1HR,Onchan,0.25,325000,27/11/2012,4/2/2013
,,11,All Saints Park,Church Road,Lonan,IM4 7LA,Lonan,270000,270000,27/11/2012,12/3/2013
The Cottage,Woodland Heights,,Ashley Road,,Onchan,IM4 5BB,Onchan,50000,480000,27/11/2012,25/09/2013
,,5,Imman Stronnag,Reayrt Ny Cronk,Peel,IM5 1GP,German,314950,314950,28/11/2012,11/11/2014
Apartment 34,Queens Pier Apartments,,Stanley Mount East,,Ramsey,IM8 1EW,Maughold,202500,202500,28/11/2012,5/2/2013
,,52,Ballagarey Road,Glen Vine,Marown,IM4 4EF,Marown,255000,255000,28/11/2012,20/02/2013
,,,The Old Rectory,,Bride,IM7 4AT,Bride,475000,475000,28/11/2012,6/3/2013
,,19,Castlemona Avenue,,Douglas,IM2 4EA,Onchan,100000,100000,28/11/2012,25/04/2013
,,3,Milner Terrace,,Castletown,IM9 1AJ,Malew,177000,177000,29/11/2012,14/12/2012
,,6,Swales Terrace,Vernon Road,Ramsey,IM8 2HA,Maughold,175000,175000,29/11/2012,13/12/2012
,,67,Wybourn Grove,,Onchan,IM3 4AU,Onchan,205000,205000,29/11/2012,31/12/2012
,Garage Adjacent To The Workshop,,Park Road,,Port St Mary,,Rushen,16000,16000,29/11/2012,22/01/2013
,A Plot Of Land,,Jurby Road,,Ramsey,IM8 3PF,Lezayre,200000,200000,29/11/2012,5/6/2014
,,18,Richmond Grove,,Ramsey,IM8 3PD,Lezayre,265000,265000,29/11/2012,26/02/2013
,,14,Mountain View,,Douglas,IM2 5HX,Onchan,250000,250000,29/11/2012,16/10/2013
,,4,Albany Street,,Douglas,IM2 3LE,Onchan,135000,135000,29/11/2012,14/03/2013
,,17,Rheast Mooar Close,,Ramsey,IM8 3LT,Lezayre,212500,212500,30/11/2012,14/12/2012
,,9,Swales Terrace,Vernon Road,Ramsey,IM8 2HA,Maughold,174000,174000,30/11/2012,14/12/2012
,,1,Malew Road,,Castletown,IM9 4EA,Malew,225000,225000,30/11/2012,28/12/2012
,,5,Robin Lane,Saddlestone,Douglas,IM2 1QY,Braddan,218000,218000,30/11/2012,31/12/2012
,,15,Pinehurst Glen,,Douglas,IM2 1PP,Braddan,735000,735000,30/11/2012,3/1/2013
,,30,Ballahane Close,,Port Erin,IM9 6EG,Rushen,155000,155000,30/11/2012,28/01/2013
,,,Land Abutting The Loop Road,,Lezayre,,Lezayre,75000,75000,30/11/2012,15/11/2013
,,45,High View Road,,Douglas,IM2 5BH,Onchan,274600,274600,30/11/2012,17/01/2013
,,3,Reayrt Ny Glionney Chase,,Lonan,IM4 7LF,Lonan,532500,532500,30/11/2012,2/5/2013
,,22,Mcleods Field,,Peel,IM5 1UX,German,189500,189500,30/11/2012,24/06/2014
,,52,Maple Avenue,Birch Hill,Onchan,IM3 3JT,Onchan,380000,380000,30/11/2012,28/02/2013
,,38,Close Cowley,Ballavargher,Douglas,IM2 2HX,Braddan,165000,165000,30/11/2012,14/02/2013
,,9,Imman Stronnag,Reayrt Ny Cronk,Peel,IM5 1GP,German,314950,314950,30/11/2012,12/11/2014
,,20,Mountain View,,Douglas,IM2 5HX,Onchan,281000,281000,30/11/2012,24/09/2013
,,27,Marathon Road,,Douglas,IM2 4HN,Onchan,235000,235000,30/11/2012,22/02/2013
,,31,Buttermere Drive,Lakeside Gardens,Onchan,IM3 2ED,Onchan,280000,280000,30/11/2012,27/02/2013
,Garey Ooyl,,Beaumont Road,,Ramsey,IM8 2HN,Maughold,235000,235000,30/11/2012,20/02/2013
,Garey Ooyl,,Beaumont Road,,Ramsey,IM8 2HN,Maughold,0.25,0.25,30/11/2012,20/02/2013
,,3,Close Oard,Clifton Park,Ramsey,IM8 3PY,Lezayre,345000,345000,30/11/2012,6/3/2013
,,27,Pinehurst Avenue,,Douglas,IM2 1PQ,Braddan,440000,440000,30/11/2012,12/3/2013
,Land Adjoining The Haven,,Ballavale Road,,Santon,IM4 1EH,Santon,50000,50000,30/11/2012,1/5/2013
,,4,High View Road,,Douglas,IM2 5BQ,Onchan,232500,232500,30/11/2012,12/3/2013
,West Nappin Bungalow,,Church Road,,Jurby,IM7 3AY,Jurby,80000,80000,30/11/2012,24/09/2013
,Carrick View,,Shore Road,,Port St. Mary,IM9 5LZ,Rushen,380000,380000,30/11/2012,11/3/2013
Flat 19,Oakhill Court,,Farmhill,,Douglas,IM2 2NJ,Braddan,142000,142000,30/11/2012,11/3/2013
,,6,Marina Close,,Onchan,IM3 4BN,Onchan,295000,295000,3/12/2012,15/01/2013
,,44,Magherchirrym,Ponyfields,Port Erin,IM9 6DB,Rushen,220000,220000,3/12/2012,21/01/2013
,Carmodale,,Mooragh Promenade,,Ramsey,IM8 3AG,Lezayre,0.25,10000,3/12/2012,26/02/2013
Apartment 47,Imperial Court,,Castle Hill,,Douglas,IM2 4AA,Onchan,184000,184000,4/12/2012,18/06/2013
,,,Plot 1,King Orry Road,Glen Vine,IM4 4FJ,Marown,150000,150000,5/12/2012,31/01/2013
,Craigmore,,Tent Road,,Laxey,IM4 7DB,Lonan,15000,300000,5/12/2012,5/2/2013
,,6,Cronk Y Berry Mews,,Douglas,IM2 6HQ,Onchan,180000,180000,5/12/2012,22/02/2013
,Private Driveway And Parking Area,,Cronk Y Berry Mews,,Douglas,,Onchan,0,0,5/12/2012,27/02/2013
Apartment 13,Riverside Apartments,,Old Castletown Road,,Douglas,,Braddan,200000,200000,5/12/2012,8/5/2013
Apartment 12,Riverside Apartments,,Old Castletown Road,,Douglas,,Braddan,200000,200000,5/12/2012,8/5/2013
,,2,Copse Hill,Saddlestone,Douglas,IM2 1ND,Braddan,235000,235000,6/12/2012,20/12/2012
,,9,Birchleigh Close,,Onchan,IM3 4EX,Onchan,198000,198000,6/12/2012,13/02/2013
,,3,Imman Stronnag,Reayrt Ny Cronk,Peel,IM5 1GP,German,304950,304950,6/12/2012,11/11/2014
,,33,Hutchinson Square,,Douglas,IM2 4HW,Onchan,1,300000,6/12/2012,5/2/2013
,,7,Imman Stronnag,Reayrt Ny Cronk,Peel,IM5 1GP,German,430000,430000,6/12/2012,12/11/2014
,,78A,Malew Street,,Castletown,IM9 1LS,Malew,0,175000,6/12/2012,1/3/2013
,,5,Governors Hill,,Douglas,IM2 7AP,Onchan,183750,183750,6/12/2012,5/4/2013
,Pine View,,Glen Vine Road,,Marown,IM4 4HG,Marown,865000,865000,7/12/2012,17/12/2012
,,21,Hilltop Rise,Farmhill,Douglas,IM2 2LE,Braddan,325000,325000,7/12/2012,14/01/2013
,,,Garage,College Green,Castletown,,Malew,27000,27000,7/12/2012,11/1/2013
,The Barn,,Shore Road,Bay Ny Carrickey,Gansey,IM9 5LZ,Rushen,1,100000,7/12/2012,30/01/2013
,,2,Cowells Terrace,Off Windsor Road,Ramsey,IM8 3EE,Lezayre,165000,165000,7/12/2012,8/2/2013
,Lynton,2,Greenlands Avenue,,Ramsey,IM8 2PP,Lezayre,205000,205000,7/12/2012,14/02/2013
Lodge Cottage,Ballavarry Farm,,Bernahara Road,,Andreas,IM7 3HH,Andreas,165000,165000,7/12/2012,26/02/2013
Flat 2,The Chase,,Ballaughton Meadows,,Douglas,IM2 1JG,Braddan,146000,146000,7/12/2012,7/3/2013
,Berk Cottage,,Peel Road,,Kirk Michael,IM6 1AP,Michael,340000,340000,7/12/2012,18/03/2013
,,18,Windsor Road,,Douglas,IM1 3LB,Onchan,70000,260000,7/12/2012,15/03/2013
,,,Shilley Ny Marrey,Surby,Port Erin,IM9 6TB,Rushen,5000,470000,10/12/2012,22/04/2013
,,,Land At Crossags,,Lezayre,,Lezayre,63522.73,63522.73,10/12/2012,15/07/2014
,,8,Cronk Lheanag,Ballawattleworth Estate,Peel,IM5 1XA,German,160000,160000,10/12/2012,9/1/2013
,,4,College Green,,Castletown,IM9 1BE,Malew,200000,200000,10/12/2012,8/2/2013
Apartment 108,Spectrum Apartments,,Central Promenade,,Douglas,IM2 4JL,Onchan,105000,105000,10/12/2012,15/02/2013
,,,Land At Crossags,,Lezayre,,Lezayre,151477.27,151477.27,10/12/2012,16/07/2014
,,11,Queen Margaret Road,,Glen Vine,IM4 4ET,Marown,345000,345000,11/12/2012,7/2/2013
,John Jimmys Cottage,,Main Road,,Colby,IM9 4AD,Arbory,490000,490000,11/12/2012,14/02/2013
,,2,Erin Lane,,Port Erin,IM9 6FE,Rushen,395000,395000,11/12/2012,18/03/2013
,,24,Corran Pirragh,Reayrt Ny Cronk,Peel,IM5 1GN,German,182000,182000,12/12/2012,4/2/2013
Flat 5,Ascog Hall,,Stanley Mount Easr,,Ramsey,IM8 1NP,Maughold,57500,57500,12/12/2012,7/2/2013
,,1,Imman Stronnag,Reayrt Ny Cronk,Peel,IM5 1GP,German,314950,314950,12/12/2012,11/11/2014
,,,Lands And Premises,West Braust,Andreas,,Andreas,12000,24000,12/12/2012,5/3/2013
Flat 105,Queens Court,,St Pauls Square,,Ramsey,IM8 1LQ,Maughold,90000,90000,12/12/2012,15/02/2013
Flat 3,,126,Bucks Road,,Douglas,IM1 3AH,Onchan,25000,120000,12/12/2012,11/4/2013
,Brookville,,Main Road,,Ballabeg,IM9 4LE,Arbory,1150000,1150000,12/12/2012,13/03/2013
,,30,Knock Rushen,,Castletown,IM9 1TQ,Malew,315000,315000,12/12/2012,17/06/2014
,,5,Hillberry Lakes,Governors Hill,Douglas,IM2 7BD,Onchan,183000,183000,12/12/2012,19/02/2016
,Limehurst,25,Falkland Drive,,Onchan,IM3 1EG,Onchan,0.25,276000,13/12/2012,31/12/2012
,Vallicott Cottage,,Sound Road,,Glen Maye,IM5 3BJ,Patrick,347500,347500,13/12/2012,18/01/2013
,,13,Mount View Close,Ballachurry Park,Onchan,IM3 4BR,Onchan,260500,260500,13/12/2012,22/01/2013
,Land At Virginia Farm And Ballachrink Farm,,Mount Rule,,Braddan,,Braddan,245000,245000,13/12/2012,14/02/2013
Apt 40,Queens Pier Apartments,,Stanley Mount East,,Ramsey,IM8 1EW,Maughold,180000,180000,13/12/2012,31/01/2013
Flat 28,Rectory Court,,St Pauls Square,,Ramsey,IM8 1LD,Maughold,50000,50000,13/12/2012,5/2/2013
,,9,Milner Park,,Port Erin,IM9 6DH,Rushen,225000,225000,13/12/2012,14/02/2013
,,1,Harcroft Avenue,Saddlestone,Douglas,IM2 1PF,Braddan,280000,280000,13/12/2012,8/4/2013
,,36,Royal Park,,Ramsey,IM8 3UF,Lezayre,355000,355000,13/12/2012,8/9/2014
,,37,Woodbourne Road,,Douglas,IM2 3AD,Onchan,120000,120000,14/12/2012,9/1/2013
,,1,Close Cronk,Ballatessan Meadow,Peel,IM5 1DW,German,285000,285000,14/12/2012,29/01/2013
,,55,Sunningdale Drive,,Onchan,IM3 1EL,Onchan,280000,280000,14/12/2012,29/01/2013
,,Part of 55,Sunningdale Drive,,Onchan,IM3 1EL,Onchan,1,1,14/12/2012,29/01/2013
,Chapel House,,Marathon Road,,Douglas,IM2 4HL,Onchan,185000,185000,14/12/2012,26/02/2013
,,17,Buttermere Drive,,Onchan,,Onchan,370000,370000,14/12/2012,15/03/2013
,,122,Lakeside Road,Governors Hill,Douglas,IM2 7DF,Onchan,335000,335000,14/12/2012,7/3/2013
Apartment 64,Millennium Court,,Queens Promenade,,Douglas,IM2 4NN,Onchan,215000,215000,14/12/2012,20/03/2013
,,30,Ballaughton Manor Hill,Saddlestone,Douglas,IM2 1NY,Braddan,327500,327500,14/12/2012,24/09/2013
Apartment 4C,Princess Towers,,The Promenade,,Port Erin,IM9 6LH,Rushen,220000,220000,14/12/2012,1/5/2013
Basement Parking Space 3B,Princess Towers,,The Promenade,,Port Erin,IM9 6LH,Rushen,20000,20000,14/12/2012,1/5/2013
,Reayrt Aalin,,Barroose Road,,Baldrine,IM4 6AP,Lonan,370000,370000,14/12/2012,5/4/2013
,,30,Glenfaba Road,,Peel,IM5 1BU,German,170000,170000,14/12/2012,8/4/2013
,,8,Birchley Terrace,,Onchan,IM3 4EY,Onchan,195000,195000,14/12/2012,4/4/2013
Electrical Substation,Billown Farm,,,,Malew,,Malew,0,300,14/12/2012,12/8/2013
,,15,Close Caaig,Reayrt Ny Cronk,Peel,IM5 1GS,German,206950,206950,17/12/2012,13/11/2014
,,60,Broogh Wyllin,Shore Road,Kirk Michael,IM6 1HU,Michael,302000,302000,17/12/2012,7/2/2013
,,34,Croit Ny Glionney,,Colby,IM9 4PP,Arbory,439950,439950,17/12/2012,6/10/2014
,,26,Thornhill Close,,Port Erin,IM9 6NG,Rushen,218000,218000,17/12/2012,21/02/2013
,Albert Cottage,2,Victoria Terrace,Glen Road,Laxey,IM4 7AW,Lonan,150000,150000,17/12/2012,6/3/2013
,Carraghyn,,Ballachurry Road,,Greeba,IM4 3LE,German,265000,265000,17/12/2012,5/4/2013
,Nonnezoshe,,Ballamanaugh Close,,Sulby,IM7 2HB,Lezayre,275000,275000,17/12/2012,10/4/2013
,,9,Mount Pleasant,,Douglas,IM1 2PU,Onchan,210000,210000,18/12/2012,14/01/2013
,,9,Hampton Farm,,Douglas,IM2 2DN,Braddan,150000,150000,18/12/2012,8/12/2014
,,4,Fairway Close,,Port Erin,IM9 6LS,Rushen,0.25,320000,18/12/2012,19/03/2013
,,7,Spring Gardens,,Douglas,IM1 3JN,Onchan,40000,120000,20/12/2012,6/3/2013
,A Parcel Of Land Adjacent To,,The Turrets,Ballaquane Road,Peel,IM5 1PS,German,330000,330000,20/12/2012,6/3/2013
,,11,Hampton Farm,,Douglas,IM2 2DN,Braddan,150000,150000,20/12/2012,11/12/2014
,,1,Sandringham Drive,,Onchan,IM3 4HH,Onchan,250000,250000,20/12/2012,24/09/2013
,Greeba,,Somerset Road,,Douglas,IM2 5AE,Onchan,365000,365000,20/12/2012,10/4/2013
,Doarlish Moar,,Lhagg Road,Niarbyl,Dalby,IM5 3BU,Patrick,170000,600000,20/12/2012,24/04/2013
,Land Adjoining Doarlish Mooar,,Niarbyl,,Patrick,IM5 3BU,Patrick,5000,10000,20/12/2012,24/04/2013
Plot Of Land To The Rear Of,Triskele,,Patrick Corner,,Patrick Village,,Patrick,4000,4000,21/12/2012,3/4/2013
,,6,Birch Hill Crescent,Birch Hill,Onchan,IM3 3JB,Onchan,280000,280000,21/12/2012,22/01/2013
,,8,Parr Street,,Douglas,IM1 1BJ,Onchan,146000,146000,21/12/2012,22/01/2013
,,11,Close Caaig,Reayrt Ny Cronk,Peel,IM5 1GS,German,185950,185950,21/12/2012,13/11/2014
,Garage,,Abutting Lane At Rear Of,Westbourne Drive,Douglas,IM1 4BB,Onchan,15000,15000,21/12/2012,7/2/2013
Garage 7,Isle Of Alanis,,Mooragh Promenade,,Ramsey,,Lezayre,12500,12500,21/12/2012,28/02/2013
Garage 11,Isle Of Alanis,,Mooragh Promenade,,Ramsey,,Lezayre,12500,12500,21/12/2012,28/02/2013
,,34,Ballanoa Meadow,,Santon,IM4 1HQ,Santon,208000,208000,21/12/2012,12/2/2013
Apartment 16,Chapel Court,,Gellings Avenue,,Port St Mary,IM9 5BG,Rushen,225000,225000,21/12/2012,9/4/2013
,,64,Allan Street,,Douglas,IM1 3DR,Onchan,145000,145000,21/12/2012,3/4/2013
,The Kenilworth Hotel,,Central Promenade,,Douglas,IM2 4LJ,Onchan,160000,160000,21/12/2012,5/4/2013
,,8,Heather Lane,Abbeyfields,Douglas,IM2 7EF,Onchan,200000,200000,21/12/2012,30/04/2013
Ground Floor Shop And,Lower Ground Floor,8,Prospect Hill,,Douglas,IM1 1ES,Onchan,135000,135000,21/12/2012,4/4/2013
,Harbour Lights Cottage,5,Hope Street,,Castletown,IM9 1AS,Malew,550000,550000,22/12/2012,8/2/2013
,Land Known As The Croit Or Croit-E-Cubbon,,Little London,,Kirk Michael,,Michael,70000,70000,24/12/2012,21/01/2013
,,27,Lakeside Road,Governors Hill,Douglas,IM2 7BG,Onchan,185000,185000,28/12/2012,16/05/2014
,Land Part Of The Estate Of Meary Voar,,Meary Voar,,Santon,,Santon,600000,600000,28/12/2012,24/06/2013
,,109,Malew Street,,Castletown,IM9 1LX,Malew,220000,220000,2/1/2013,7/2/2013
,The Courtyard,10309,Malew Street,,Castletown,IM9 1LX,Malew,0,0,2/1/2013,7/2/2013
,Tomtebo,2,Ballagorrey Drive,Glen Mona,Maughold,IM7 1HE,Maughold,212500,320000,3/1/2013,16/09/2013
,Woodlands,,Four Roads,,Port St Mary,IM9 5LQ,Rushen,0.25,0.25,4/1/2013,9/1/2013
Apartment 1,Delamere Apartments,6-May,Castle Drive,,Douglas,IM2 4LX,Onchan,124000,124000,4/1/2013,4/2/2013
,,2,Laurel Avenue,,Onchan,IM3 3JD,Onchan,0.25,300000,4/1/2013,13/02/2013
,,12,Perwick Bay,,Port St Mary,IM9 5PB,Rushen,440000,440000,4/1/2013,14/02/2013
,Land Being Part Of The,,Close Corlett Estate,,Peel,,German,1,1,7/1/2013,10/4/2015
,Land Being Part Of The Estate Known As,,Ballatessan Meadow,,Peel,,German,1,1,7/1/2013,6/5/2015
,,2,Queen Margaret Way,Glen Vine,Marown,IM4 4FN,Marown,365000,365000,7/1/2013,17/01/2013
,Ashfield,,Tromode Road,,Douglas,IM2 5EJ,Onchan,25000,259000,7/1/2013,14/02/2013
,,2,Callows Croft,Church Road,Lonan,IM4 7HG,Lonan,230000,230000,7/1/2013,7/2/2013
,,50,Magherchirrym,Ponyfields,Port Erin,IM9 6DB,Rushen,162000,162000,7/1/2013,25/02/2013
,,1,Snaefell View,,Jurby,IM7 3BF,Jurby,150000,150000,7/1/2013,20/03/2013
,Land Adjoining Kimmeragh,,Ballafesson Road,,Port Erin,IM9 6TX,Rushen,16500,16500,7/1/2013,1/5/2013
,,1,Willowbrook Gardens,Vicarage Road,Douglas,IM2 2QQ,Braddan,390000,390000,7/1/2013,30/09/2013
